Registration Group Number,Registration Group Name,Support Category Number,Support Category Name,Support Item Number,Support Item Name,Support Item Description,Unit,Price Controlled,Quote Required,"NT 
SA 
TAS 
WA
(MM 1-5)","ACT
NSW
QLD
VIC
(MM 1-5)","National
Non-Remote
(MM 1-5)","National Remote

(MM 6)","National Very Remote
(MM 7)",Travel,Cancellations,NDIA Reporting,Non-F2F
136,Group And Centre Based Activities,4,Assistance with social and community participation,04_143_0136_6_1_T,Group Activities In The Community - 1:5 - Standard - Saturday - TTP,"Provision of support to enable a participant to engage in community, social and/or recreational activities. Support delivered by a TTP provider.",H,Y,N,,,$23.13,$32.38,$34.69,Y,Y,N,N
136,Group And Centre Based Activities,4,Assistance with social and community participation,04_144_0136_6_1,Group Activities In The Community - 1:5 - Standard - Sunday,"Provision of support to enable a participant to engage in community, social and/or recreational activities.",H,Y,N,,,$27.98,$39.17,$41.97,Y,Y,N,N
136,Group And Centre Based Activities,4,Assistance with social and community participation,04_144_0136_6_1_T,Group Activities In The Community - 1:5 - Standard - Sunday - TTP,"Provision of support to enable a participant to engage in community, social and/or recreational activities. Support delivered by a TTP provider.",H,Y,N,,,$30.08,$42.11,$45.11,Y,Y,N,N
136,Group And Centre Based Activities,4,Assistance with social and community participation,04_145_0136_6_1,Group Activities In The Community - 1:5 - Standard - Public Holiday,"Provision of support to enable a participant to engage in community, social and/or recreational activities.",H,Y,N,,,$35.03,$49.04,$52.54,Y,Y,N,N
136,Group And Centre Based Activities,4,Assistance with social and community participation,04_145_0136_6_1_T,Group Activities In The Community - 1:5 - Standard - Public Holiday - TTP,"Provision of support to enable a participant to engage in community, social and/or recreational activities. Support delivered by a TTP provider.",H,Y,N,,,$37.65,$52.72,$56.48,Y,Y,N,N
104,High Intensity Daily Personal Activities (Assist Integrate School/Ed),4,Assistance with social and community participation,04_146_0104_6_1,Group Activities In The Community - 1:4 - Complex - Weekday Daytime,"Provision of support to enable a participant to engage in community, social and/or recreational activities, where a support worker with additional qualifications and experience relevant to the participant’s complex needs is required.",H,Y,N,,,$19.43,$27.20,$29.15,Y,Y,N,N
104,High Intensity Daily Personal Activities (Assist Integrate School/Ed),4,Assistance with social and community participation,04_146_0104_6_1_T,Group Activities In The Community - 1:4 - Complex - Weekday Daytime - TTP,"Provision of support to enable a participant to engage in community, social and/or recreational activities, where a support worker with additional qualifications and experience relevant to the participant’s complex needs is required. Support delivered by a TTP provider.",H,Y,N,,,$20.78,$29.09,$31.17,Y,Y,N,N
104,High Intensity Daily Personal Activities (Assist Integrate School/Ed),4,Assistance with social and community participation,04_147_0104_6_1,Group Activities In The Community - 1:4 - Complex - Evening,"Provision of support to enable a participant to engage in community, social and/or recreational activities, where a support worker with additional qualifications and experience relevant to the participant’s complex needs is required.",H,Y,N,,,$21.44,$30.02,$32.16,Y,Y,N,N
104,High Intensity Daily Personal Activities (Assist Integrate School/Ed),4,Assistance with social and community participation,04_147_0104_6_1_T,Group Activities In The Community - 1:4 - Complex - Evening - TTP,"Provision of support to enable a participant to engage in community, social and/or recreational activities, where a support worker with additional qualifications and experience relevant to the participant’s complex needs is required. Support delivered by a TTP provider.",H,Y,N,,,$22.93,$32.10,$34.39,Y,Y,N,N
104,High Intensity Daily Personal Activities (Assist Integrate School/Ed),4,Assistance with social and community participation,04_148_0104_6_1,Group Activities In The Community - 1:4 - Complex - Saturday,"Provision of support to enable a participant to engage in community, social and/or recreational activities, where a support worker with additional qualifications and experience relevant to the participant’s complex needs is required.",H,Y,N,,,$26.73,$37.43,$40.10,Y,Y,N,N
104,High Intensity Daily Personal Activities (Assist Integrate School/Ed),4,Assistance with social and community participation,04_148_0104_6_1_T,Group Activities In The Community - 1:4 - Complex - Saturday - TTP,"Provision of support to enable a participant to engage in community, social and/or recreational activities, where a support worker with additional qualifications and experience relevant to the participant’s complex needs is required. Support delivered by a TTP provider.",H,Y,N,,,$28.59,$40.02,$42.88,Y,Y,N,N
104,High Intensity Daily Personal Activities (Assist Integrate School/Ed),4,Assistance with social and community participation,04_149_0104_6_1,Group Activities In The Community - 1:4 - Complex - Sunday,"Provision of support to enable a participant to engage in community, social and/or recreational activities, where a support worker with additional qualifications and experience relevant to the participant’s complex needs is required.",H,Y,N,,,$34.76,$48.66,$52.14,Y,Y,N,N
104,High Intensity Daily Personal Activities (Assist Integrate School/Ed),4,Assistance with social and community participation,04_149_0104_6_1_T,Group Activities In The Community - 1:4 - Complex - Sunday - TTP,"Provision of support to enable a participant to engage in community, social and/or recreational activities, where a support worker with additional qualifications and experience relevant to the participant’s complex needs is required. Support delivered by a TTP provider.",H,Y,N,,,$37.17,$52.04,$55.75,Y,Y,N,N
104,High Intensity Daily Personal Activities (Assist Integrate School/Ed),4,Assistance with social and community participation,04_150_0104_6_1,Group Activities In The Community - 1:4 - Complex - Public Holiday,"Provision of support to enable a participant to engage in community, social and/or recreational activities, where a support worker with additional qualifications and experience relevant to the participant’s complex needs is required.",H,Y,N,,,$43.51,$60.91,$65.26,Y,Y,N,N
104,High Intensity Daily Personal Activities (Assist Integrate School/Ed),4,Assistance with social and community participation,04_150_0104_6_1_T,Group Activities In The Community - 1:4 - Complex - Public Holiday - TTP,"Provision of support to enable a participant to engage in community, social and/or recreational activities, where a support worker with additional qualifications and experience relevant to the participant’s complex needs is required. Support delivered by a TTP provider.",H,Y,N,,,$46.53,$65.14,$69.79,Y,Y,N,N
104,High Intensity Daily Personal Activities (Assist Integrate School/Ed),4,Assistance with social and community participation,04_151_0104_6_1,Group Activities In The Community - 1:5 - Complex - Weekday Daytime,"Provision of support to enable a participant to engage in community, social and/or recreational activities, where a support worker with additional qualifications and experience relevant to the participant’s complex needs is required.",H,Y,N,,,$16.92,$23.68,$25.37,Y,Y,N,N
104,High Intensity Daily Personal Activities (Assist Integrate School/Ed),4,Assistance with social and community participation,04_151_0104_6_1_T,Group Activities In The Community - 1:5 - Complex - Weekday Daytime - TTP,"Provision of support to enable a participant to engage in community, social and/or recreational activities, where a support worker with additional qualifications and experience relevant to the participant’s complex needs is required. Support delivered by a TTP provider.",H,Y,N,,,$18.09,$25.32,$27.13,Y,Y,N,N
104,High Intensity Daily Personal Activities (Assist Integrate School/Ed),4,Assistance with social and community participation,04_152_0104_6_1,Group Activities In The Community - 1:5 - Complex - Evening,"Provision of support to enable a participant to engage in community, social and/or recreational activities, where a support worker with additional qualifications and experience relevant to the participant’s complex needs is required.",H,Y,N,,,$18.67,$26.13,$28.00,Y,Y,N,N
104,High Intensity Daily Personal Activities (Assist Integrate School/Ed),4,Assistance with social and community participation,04_152_0104_6_1_T,Group Activities In The Community - 1:5 - Complex - Evening - TTP,"Provision of support to enable a participant to engage in community, social and/or recreational activities, where a support worker with additional qualifications and experience relevant to the participant’s complex needs is required. Support delivered by a TTP provider.",H,Y,N,,,$19.96,$27.95,$29.94,Y,Y,N,N
104,High Intensity Daily Personal Activities (Assist Integrate School/Ed),4,Assistance with social and community participation,04_153_0104_6_1,Group Activities In The Community - 1:5 - Complex - Saturday,"Provision of support to enable a participant to engage in community, social and/or recreational activities, where a support worker with additional qualifications and experience relevant to the participant’s complex needs is required.",H,Y,N,,,$23.27,$32.58,$34.91,Y,Y,N,N
104,High Intensity Daily Personal Activities (Assist Integrate School/Ed),4,Assistance with social and community participation,04_153_0104_6_1_T,Group Activities In The Community - 1:5 - Complex - Saturday - TTP,"Provision of support to enable a participant to engage in community, social and/or recreational activities, where a support worker with additional qualifications and experience relevant to the participant’s complex needs is required. Support delivered by a TTP provider.",H,Y,N,,,$24.89,$34.84,$37.33,Y,Y,N,N
104,High Intensity Daily Personal Activities (Assist Integrate School/Ed),4,Assistance with social and community participation,04_154_0104_6_1,Group Activities In The Community - 1:5 - Complex - Sunday,"Provision of support to enable a participant to engage in community, social and/or recreational activities, where a support worker with additional qualifications and experience relevant to the participant’s complex needs is required.",H,Y,N,,,$30.26,$42.36,$45.39,Y,Y,N,N
104,High Intensity Daily Personal Activities (Assist Integrate School/Ed),4,Assistance with social and community participation,04_154_0104_6_1_T,Group Activities In The Community - 1:5 - Complex - Sunday - TTP,"Provision of support to enable a participant to engage in community, social and/or recreational activities, where a support worker with additional qualifications and experience relevant to the participant’s complex needs is required. Support delivered by a TTP provider.",H,Y,N,,,$32.36,$45.30,$48.54,Y,Y,N,N
104,High Intensity Daily Personal Activities (Assist Integrate School/Ed),4,Assistance with social and community participation,04_155_0104_6_1,Group Activities In The Community - 1:5 - Complex - Public Holiday,"Provision of support to enable a participant to engage in community, social and/or recreational activities, where a support worker with additional qualifications and experience relevant to the participant’s complex needs is required.",H,Y,N,,,$37.88,$53.03,$56.82,Y,Y,N,N
104,High Intensity Daily Personal Activities (Assist Integrate School/Ed),4,Assistance with social and community participation,04_155_0104_6_1_T,Group Activities In The Community - 1:5 - Complex - Public Holiday - TTP,"Provision of support to enable a participant to engage in community, social and/or recreational activities, where a support worker with additional qualifications and experience relevant to the participant’s complex needs is required. Support delivered by a TTP provider.",H,Y,N,,,$40.50,$56.71,$60.76,Y,Y,N,N
